 4736  Gx 12 50.9  +41 07 s  CVn  11.0   8.2  vB, L, iR, vsvmbMBN, r; = M94                     
 4826  Gx 12 56.7  +21 41 s  Com   9.3   8.5  ! vB, vL, vmE 120deg +/- , bMSBN; = M64           
 5024  Gb 13 12.9  +18 10 s  Com  12.6   7.7  !, glob. cl. , B, vC, iR, vvmbM, st 12; = M53     
 5055  Gx 13 15.8  +42 02 s  CVn  12.3   8.6  vB, L, pmE 120deg +/- , vsmbMBN; = M63            
 5139  Gb 13 26.8  -47 29 s  Cen  36.3   3.7  !!!, glob. cl. , omega Cen                        
 5194  Gx 13 29.9  +47 12 s  CVn  11.0   8.4  !!!, great spiral neb M51                         
 5236  Gx 13 37.0  -29 52 s  Hya  11.2   7.6  !! vB, vL, E 55deg , esbMN, 3-br spir; = M83      
 5272  Gb 13 42.2  +28 23 s  CVn  16.2   6.4  !!, glob. cl. , eB, vL, vsmbM, st 11...; = M3     
 5457  Gx 14 03.2  +54 21 s  UMa  26.9   7.7  pB, vL, iR, g, vsmbMBSN; = M101                   
 5904  Gb 15 18.6  +02 05 s  Ser  17.4   5.8  !!, glob. cl. , vB, L, eCM, st 11...15; = M5      
 5907  Gx 15 15.9  +56 19 s  Dra  12.3  10.4  cB, vL, vmE 155deg , vg, psbMN                    
 6121  Gb 16 23.6  -26 32 s  Sco  26.3   5.9  Cl, 8 or 10 B st line, with 5 st, rrr; = M4       
 6171  Gb 16 32.5  -13 03 s  Oph  10.0   8.1  glob. cl. , L, vRi, vmC, R, rrr; = M107           
 6205  Gb 16 41.7  +36 28 s  Her  16.6   5.9  !! glob. cl. , eB, vRi, vgeCM, st 11...; = M13    
 6254  Gb 16 57.1  -04 06 s  Oph  15.1   6.6  ! glob. cl. , B, vL, R, gvmbM, rrr, st 10...15; = 
 6266  Gb 17 01.2  -30 07 s  Oph  14.1   6.6  ! glob. cl. , vB, L, gmbM, rrr, st 14...16; = M62 
 6273  Gb 17 02.6  -26 16 s  Oph  13.5   7.2  glob. cl. , vB, L, R, vCM, rrr, st 16; = M19      
 6333  Gb 17 19.2  -18 31 s  Oph   9.3   7.9  glob. cl. , B, L, R, eCM, rrr, st 14; = M9        
 6341  Gb 17 17.1  +43 08 s  Her  11.2   6.5  glob. cl. , vB, vL, eCM, rrr, st S; = M92         
 6405  OC 17 40.1  -32 13 s  Sco  15.    4.2  Cl, L, iR, lC, st 7, 10...; = M6                  
 6475  OC 17 53.9  -34 49 s  Sco  80.    3.3  Cl, vB, pRi, lC, st 7...12; = M7                  
 6494  OC 17 56.8  -19 01 s  Sgr  27.    5.5  Cl, B, vL, pRi, lC, st 10...; = M23               
 6514 C+N 18 02.3  -23 02 s  Sgr  29.    6.3  !!! vB, vL, trifid, D* inv; = M20                 
 6523  Nb 18 03.8  -24 23 s  Sgr  90.    5.8  !!! vB, eL, eiF, with L Cl; = M8                  
 6531  OC 18 04.6  -22 30 s  Sgr  13.    5.9  Cl, pRi, lC, st 9...12; = M21                     
 6543  Pl 17 58.6  +66 38 s  Dra   5.8   9. p PN , vB, pS, sbMvSN                               
 6572  Pl 18 12.1  +06 51 s  Oph   0.1   9. p PN , vB, vS, R, l hazy                            
 6611 C+N 18 18.8  -13 47 s  Ser  35.    6.0  Cl, at least 100 st L & S; = M16                  
 6613  OC 18 19.9  -17 08 s  Sgr   9.    6.9  Cl, P, vlC; = M18                                 
 6618 C+N 18 20.8  -16 11 s  Sgr  46.    6.0  !!!, B, eL, eiF, 2 hooked; = M17                  
 6637  Gb 18 31.4  -32 21 s  Sgr   7.1   7.7  glob. cl. , B, L, R, rrr, st 14...16; = M69       
 6681  Gb 18 43.2  -32 18 s  Sgr   7.8   8.1  glob. cl. , B, pL, R, gbM, st 14...17; = M70      
 6694  OC 18 45.2  -09 24 s  Sct  15.    8.0  Cl, cL, pRi, pC, st 12...15; = M26                
 6705  OC 18 51.1  -06 16 s  Sct  14.    5.8  !, Cl, vB, L, iR, Ri, *9, st 11...; = M11         
 6715  Gb 18 55.1  -30 29 s  Sgr   9.1   7.7  glob. cl. , vB, L, R, g, smbM, rrr, st 15; = M54  
 6720  Pl 18 53.6  +33 02 s  Lyr   2.5   9.0  !!!, ring , B, pL, cE (in Lyra); = M57            
 6779  Gb 19 16.6  +30 11 s  Lyr   7.1   8.3  glob. cl. , B, L, iR, gvmCM, rrr, st 11...14; = M5
 6809  Gb 19 40.0  -30 58 s  Sgr  19.0   7.0  glob. cl. , pB, L, R, vRi, vgbM, st 12...15; = M55
 6818  Pl 19 44.0  -14 09 s  Sgr   0.3  10. p PN , B, vS, R                                     
 6822  Gx 19 44.9  -14 48 s  Sgr  10.2   9. p vF, vS, E, dif; = IC 4895                         
 6838  Gb 19 53.8  +18 47 s  Sge   7.2   8.3  Cl, vL, vRi, pmC, st 11...16; = M71               
 6853  Pl 19 59.6  +22 43 s  Vul  15.2   8.1  !!!, vB, vL, biN, iE (Dumbbell); = M27            
 6864  Gb 20 06.1  -21 55 s  Sgr   6.0   8.6  glob. cl. , B, pL, R, vmbMBN, rr; = M75           
 6913  OC 20 23.9  +38 32 s  Cyg   7.    6.6  Cl, P, lC, st L and S; = M29                      
 6960  Nb 20 45.7  +30 43 s  Cyg  70.         !! pB, cL, eiF, 52 Cyg inv                        
 6981  Gb 20 53.5  -12 32 s  Aqr   5.9   9.4  glob. cl. , pB, pL, R, gmCM, rrr; = M72           
 6994  OC 20 59.0  -12 38 s  Aqr   3.    9. p Cl, eP, vlC, no neb; = M73                        
 7009  Pl 21 04.2  -11 22 s  Aqr   1.7   8. p !!!, PN , vB, S, elliptic                         
 7078  Gb 21 30.0  +12 10 s  Peg  12.3   6.4  !, glob. cl. , vB, vL, iR, vsmbM, rrr, st vS; = M1
 7089  Gb 21 33.5  -00 49 s  Aqr  12.9   6.5  !!, glob. cl. , B, vL, gpmbM, rrr, st eS; = M2    
 7092  OC 21 32.2  +48 26 s  Cyg  32.    4.6  Cl, vL, vP, vlC, st 7...10; = M39                 
 7099  Gb 21 40.4  -23 11 s  Cap  11.0   7.5  !, glob. cl. , B, L, lE, gpmbM, st 12...16; = M30 
 7654  OC 23 24.2  +61 35 s  Cas  13.    6.9  Cl, L, Ri, mCM, R, st 9...13; = M52               
I 434  Nb  5 41.0  -02 24 s  Ori  60.         neb, 60' l, south from zeta Ori                   
I4725  OC 18 31.6  -19 15 s  Sgr  32.    4.6  Cl, pC; = M25                                     
